Title,Country,Rating
Pustka,United States,7.9
22 kule,France,6.6
Prawo krwi,United States,6.7
Podżegacze,United States,6.2
Akademia policyjna: Misja do Moskwy,United States,3.5
Zwarcie,United States,5.6
Gilda,United States,7.6
Cyrus,United States,6.3
Uznajcie mnie za winnego,Germany/United States,7.0
Lochy i smoki,United States/Canada,3.7
Eskorta,France/United States,6.6
Oczy bez twarzy,France/Italy,7.6
Łowcy potworów,United States,6.9
IO,United States,4.8
Biały żar,United States,8.1
Życie,United Kingdom/Japan/Sweden/Belgium/Finland,7.2
Ucieczka gangstera,United States,7.3
Iluzjonista,France/United Kingdom,7.4
Tajniak,United States,5.9
Crew,India,5.8
Wredne liściki,United Kingdom/United States/France,7.0
Klasa,France,7.5
Bachchhan Paandey,India,5.0
Niewidzialny,Sweden/South Africa/United States,6.1
King Kong,United States,6.0
Pontypool,Canada,6.5
Blood and Bone,United States,6.7
Dobosz,United States,6.0
Dora i Miasto Złota,United States/Australia/United Kingdom,6.1
Nędzne psy,United States,5.8
Black,India,8.1
Drugi Hotel Marigold,United Kingdom/India/United States,6.5
Mean Girls,United States,5.5
Batman zbawia świat,United States,6.5
Maria łaski pełna,Colombia/Ecuador/United States,7.4
Plan ucieczki 2: Hades,China/United States/United Kingdom,3.9
Anioł zagłady,Mexico,8.0
Wyspa doktora Moreau,United States,4.6
Wszystko zostaje w rodzinie,United Kingdom/Isle of Man/United States,6.8
Step Up All In,United States/Canada,5.9
Milczenie,Canada/United States,6.3
Susza,Australia/United States/United Kingdom,6.8
Kapitan Corelli,United Kingdom/France/United States,5.9
Moje wielkie greckie wesele 2,United States/Canada,6.0
Turniej,United Kingdom/United States/Bahrain,6.0
Konformista,Italy/France/Germany,7.9
Szopy w natarciu,Japan,7.2
Fantom,Australia/United States,5.1
Outsiderka,United States,5.2
Czas na miłość,United States,5.7
Siostra Betty,Germany/United States,6.3
Sweet Girl,United States,5.5
Małgosia i Jaś,Ireland/Canada/United States,5.5
Podróż przedślubna,United States,5.5
Pojmani,Canada,5.9
W cywilu,United States,4.8
W ułamku sekundy,Germany/France,7.1
Niemiłość,France/Germany/Belgium/Cyprus,7.6
Babe - Świnka w mieście,Australia/United States,5.9
Droga życia,Spain/United States,7.3
Jeremiah Johnson,United States,7.6
Bitwa o Planetę Małp,United States,5.4
Hellraiser III: Piekło na ziemi,United Kingdom/United States,5.5
Ucieczka od życia,Germany/United States,6.8
Hollywoodland,United States/Canada,6.5
Wesołych Świąt,United States,5.1
Pek Yakinda,,7.3
K-9,United States,6.1
Ocalona,United States/United Kingdom,5.6
House,Japan,7.2
Zawieście czerwone latarnie,Hong Kong/China,8.1
Reguła milczenia,United States/Canada,6.4
Angel-A,France,7.0
Niewygodna prawda,Canada/United States/Germany,7.1
Złodziejski kodeks,United States/Germany/United Kingdom,6.0
Polowanie na prezydenta,Finland/United Kingdom/Germany/United States,5.4
Organize Isler,,7.4
The 15:17 to Paris,United States,5.3
The Tashkent Files,India,8.1
Żyć własnym życiem,France,7.8
Anand,India,8.1
Do wszystkich chłopców: Zawsze i na zawsze,United States,6.3
Morderca we mnie,United Kingdom/Sweden/Canada/United States,6.1
Cooler,United States,6.9
Nad Złotym Stawem,United States,7.6
Sprawa rodzinna,United States,5.4
Krowy na wypasie,United States/Germany,5.6
Odlotowa dziewczyna,United States,5.4
Creature from the Black Lagoon,United States,6.9
Adam,United States,7.1
Shortbus,United States,6.4
Some Kind of Wonderful,United States,7.0
Przeklęta,United States/Germany,5.1
Zupełnie Nowy Testament,Belgium/France/Luxembourg,7.1
W czym mamy problem?,United States,6.8
Przypadkowy przechodzień,United Kingdom/United States,6.2
Mężowie i żona,United States,6.1
Alex Cross,United States/France,5.2
Rzeka Czerwona,United States,7.7
Angol,United States,6.9
Romeo i Julia,United Kingdom/Italy,7.6
Balonowy chłopak,United States,5.7
Pomiot,Canada,6.8
Nefes,,8.0
Popeye,United States,5.4
Wszyscy moi mężczyźni,United States,5.8
Strefa bezpieczeństwa,,7.7
Dark Water,Japan,6.7
Tau,United States,5.8
Człowiek roku,United States,6.2
Bez wyjścia,United States,6.1
Anioły na boisku,United States,6.2
Happy Together,Hong Kong/Japan,7.7
Zły dotyk,United States,7.1
Unicestwienie,India,7.1
Granica,Sweden/Denmark,7.0
Cena honoru,United Kingdom/United States,6.5
Dziwak 2,United States,6.4
Desperaci,United States,6.6
Raanjhanaa,India,7.6
Radiowóz,United States,6.3
Więzy krwi,United States,7.9
Queen i Slim,United States/Canada,7.1
"Wróg publiczny numer jeden, vol. 1",France/Canada/Italy,7.5
Rekiny w Sekwanie,France,5.2
45 lat,United Kingdom,7.1
Gunjan Saxena: Dziewczyna z Kargil,India,5.5
Smok życzeń,China/United States/Thailand,7.2
Przekręt doskonały,United States/Canada/Germany,6.6
Lou,United States,6.1
Bhool Bhulaiyaa,India,7.5
Frankie i Johnny,United States,6.7
Straż dzienna,,6.4
Nico - ponad prawem,United States/Hong Kong,6.0
Sid i Nancy,United Kingdom,7.0
Gasnący płomień,United States,7.8
Martin,India,2.3
Che - Boliwia,Spain/France/United States/Germany,6.8
Niedokończony interes,Germany/United States,5.4
Sliver,United States,5.1
Moja wina,Spain,6.1
Wake Up Sid,India,7.6
Bar dobrych ludzi,United States,6.7
Krew za krew,United States,6.6
Cyborg,United States,5.0
Trole 2,Italy,3.0
Noc w operze,United States,7.8
Daleko jeszcze?,United States,4.8
Karate Kid IV: Mistrz i uczennica,United States,4.6
Dolina paproci,Australia/United States/United Kingdom/France/Canada/Thailand/Denmark,6.6
Księżniczka i cesarz,India,7.5
Sztukmistrz,,7.4
Bez snu,United States,5.6
Piękne dziewczyny,United States,7.1
Wściekłe pięści,Hong Kong,7.2
Champion,United States/Germany/Japan,6.1
Upstream Color,United States,6.5
"Człowiek, który wiedział za mało",Germany/United States,6.6
Wioska przeklętych,United States,5.6
Kaliber,United Kingdom,6.8
Kot Bob i ja,United Kingdom/China,7.3
Wszyscy kochają Mandy Lane,United States,5.5
Blues Brothers 2000,United States,4.9
Asuran,India,8.4
Lew w zimie,United Kingdom/United States,7.8
War,India,6.6
Dabangg,India,6.3
Piku,India,7.6
Śpiąca piękność,Australia,5.3
Oskar,United States,6.5
Niech bedzie teraz,United Kingdom/France/United States,7.0
Wysoka fala,United States,7.1
Kraina traw,United Kingdom/Canada,6.3
Boy Kills World,United States/Germany/South Africa,6.4
Anakondy: Polowanie na Krwawą Orchideę,United States/Australia,4.7
Telepasja,United States,7.3
Borg/McEnroe. Między odwagą a szaleństwem,Sweden/Denmark/Finland,6.9
W imię prawdy,United States,6.2
8 kobiet,France/Italy,7.0
Pukając do nieba bram,Germany,7.8
Czas zapłaty,United Kingdom/United States,6.1
W blasku ekranu,United States/United Kingdom,5.8
Odwrócić przeznaczenie,United States/Mexico,6.7
Freddy,India,7.3
Bhool Bhulaiyaa 2,India,5.7
Przygoda,Italy/France,7.7
Eksplozja,United States,6.2
Wersja ostateczna,United States/Canada/Germany,6.1
Odnaleźć siebie,United States,6.7
Morderstwo po amerykańsku: Zwyczajna rodzina,United Kingdom,7.2
Cry Macho,United States,5.7
Władca much,United States,6.4
Tiger powraca,India,5.9
Historia z Los Angeles,United States,6.7
Obsesja,United States,5.0
U niej w domu,France,7.3
Dama z Szanghaju,United States,7.5
Pewnej nocy w Miami...,United States,7.1
Oszustwo,United States,6.7
Przeklęty,United States,5.8
7500,Germany/Austria/United States/France,6.3
Istota z innego świata,United States,7.1
Nauka spadania,United Kingdom/Germany,6.3
Człowiek Omega,United States,6.4
Mamy tu ducha,United States,6.1
Doczekać zmroku,United States,7.7
Purpurowe skrzypce,Canada/Italy/United States/United Kingdom/Austria,7.6
Klub 54,United States,5.9
Spuszczone ze smyczy,United States/United Kingdom,6.3
Megalopolis,United States,4.7
Miłość żyje wiecznie,India,7.0
Dziewiątki,United States,6.2
Michael Collins,Ireland/United Kingdom/United States,7.1
Nieustraszeni pogromcy wampirów,United Kingdom/United States,7.0
Biały oleander,United States,7.1
Oliver Twist,United Kingdom/France/United States,6.8
Krwawa uczta,United States,6.2
"Żegnaj, moja konkubino",China/Hong Kong,8.1
Tequila Sunrise,United States,6.1
Idioci,Denmark/France/Netherlands/Germany/Sweden/Italy,6.7
Ciemne strony rybołówstwa,United States,8.1
Dersu Uzała,Japan,8.2
Topór,United States,5.7
Uciekający pociąg,United States,7.2
Niedokończone życie,Germany/United States,7.0
Nienasyceni,Italy/France/United States,6.4
Savi,India,6.2
Weselne przeznaczenie,United States/United Kingdom/Canada,6.0
Zostań żywy,United States,5.0
Raazi,India,7.7
Taksówkarz,,7.9
Instynkt,United States,6.5
Kraina miodu i krwi,United States/United Kingdom,4.7
Operacja 'Hamburger',United States,5.8
Litewski przekręt,United Kingdom/Lithuania,6.4
Lupin III: Zamek Cagliostro,Japan,7.6
Kangur Jack,United States/Australia,4.5
Gol 2: Żyjąc marzeniem,United Kingdom/Spain/Germany/United States,5.8
Zabójca,Australia/United States,6.2
Drżące ciało,Spain/France,7.3
Nieodebrane połączenie,United States/Japan/Germany/United Kingdom,4.0
Fighting,United States,5.6
Na krawędzi nieba,Germany/Italy,7.7
Julieta,Spain/France/United States,7.1
Krótka piłka,United States/Germany,6.4
Mystic Pizza,United States,6.3
C.R.A.Z.Y.,Canada/Morocco/France,7.8
Najwspanialsza gra w dziejach,United States/Canada,7.4
Celeste i Jesse: Na zawsze razem,United States,6.6
Bez lukru,United States,5.5
Black Hawk Down,,7.9
Lep na muchy,Germany/United States,6.3
Bez litości 2,United States/Bulgaria,5.7
Monster,Japan,7.8
Barbershop,United States,6.3
Niezapomniany romans,United States,7.4
Ucieczka z piekła,Mexico,7.5
Tyranozaur,United Kingdom,7.5
Rozgrywka,United Kingdom/France/United States,6.2
Aashiqui 2,India,7.1
Imigrantka,United States,6.6
Kraina Snów,United States,6.7
Metal Lords,United States,6.7
Downton Abbey: Nowa epoka,United Kingdom/United States,7.4
W kleszczach lęku,United Kingdom/United States,7.7
Ucieczka do zwycięstwa,United Kingdom/United States/Italy,6.7
Wyznania nastolatki,United States,6.8
Chiński syndrom,United States,7.4
Cronos,Mexico,6.7
Miłość w Seattle,United States/Canada/United Kingdom,5.7
Armia Boga,United States,6.4
Gdy zapada zmrok,Australia/United States,5.0
Kapitan Majtas: Pierwszy wielki film,United States/Canada/France,6.2
Kobieta w klatce,Denmark/Germany/Sweden/Norway,7.2
Jeśli tylko,United States/United Kingdom,7.0
Sekta,Canada/United States,5.6
Punki z Salt Lake City,United States,7.4
Zabaweczki,United States,5.1
W dobrej wierze,Kenya/India/United States/Canada/South Africa,7.4
Bob Marley: One Love,United States,6.2
Millennium Actress,Japan,7.8
Kroniki portowe,Canada/United States/Sweden,6.7
Godziny strachu,United Kingdom/Canada/United States,6.6
Tamasha,India,7.4
Zabawna buzia,United States,7.0
"Game Over, Man!",United States,5.5
Hana-bi,Japan,7.7
Teoria chaosu,United States,6.6
Uwiązani,United States,6.6
Doragon Bôru Sûpâ Burorî,Japan,7.7
Gdzieś w czasie,United States,7.2
Fale,United States/Canada,7.5
Udław się,United States,6.4
The Titan,United Kingdom/Spain/United States/Germany,4.8
Kochany urwis,United States,5.5
Koriolan,United Kingdom/United States/Serbia,6.1
Paryż pani Harris,United Kingdom/Canada/France/Hungary/Belgium,7.1
Idol,United States,7.0
Akademia policyjna 6: Operacja Chaos,United States,4.4
Kto sieje wiatr,United States,8.1
Patologia,United States,5.9
Na granicy,United States,7.4
Belle,United Kingdom,7.3
Toksyczny mściciel,United States,6.2
Mean Creek,United States,7.1
Na zawsze,United States,6.4
1492: Wyprawa do raju,United Kingdom/France/Spain,6.4
Samotnicy,United States,6.7
Miłosne gierki,United States/Germany,6.0
Mój pies Artur,United States/Canada,7.0
Baiohazâdo: Dijenerêshon,Japan,6.4
Maska,United States,7.2
Rare Exports: Opowieść wigilijna,Finland/Norway/France/Sweden,6.6
Droga śmierci,France,6.5
Ojciec Stu,United States,6.5
"Głupi, głupszy, najgłupszy",United States,5.1
Morderstwo w Białym Domu,United States,6.1
Smok: Historia Bruce'a Lee,United States,7.0
"Argentyna, 1985",Argentina/United Kingdom/United States,7.6
Pozycja obowiązkowa,United States,6.1
Chandu Champion,India,7.8
Miłość. Nie przeszkadzać!,France,7.0
Złowrogi,United States,6.4
Pościg za cieniem,United States,7.9
Asterix na olimpiadzie,France/Germany/Spain/Italy/Belgium,5.2
Zupełnie inny weekend,United Kingdom,7.6
Histeria,United Kingdom/France/Germany/Switzerland/Luxembourg/United States,6.7
Wallace i Gromit: Zemsta pingwina,United Kingdom,7.5
Krym,,3.5
Melinda i Melinda,United States,6.4
Koniec niewinności,United States,6.8
Błękitna fala,United States/Germany,5.7
Jedno życie,United Kingdom/Australia/United States,7.5
Football Factory,United States/United Kingdom,6.7
Przebudzeni,United States/Indonesia,6.0
Casino Royale,United Kingdom/United States,5.0
Facet z ogłoszenia,United States,5.9
Operacja Bracia,Canada/United States,6.6
Zagadka Powdera,United States,6.6
Spartan,Germany/United States,6.5
Zabójcza perfekcja,United States,5.5
Puchatek: Krew i miód,United Kingdom,2.9
Murali Błyskawica,India,7.8
Zaślepieni,United States,7.4
Człowiek mafii,United States/Ecuador/United Kingdom,6.1
Nixon,United States,7.0
Odległy ląd,United Kingdom/United States,6.6
Czas Cyganów,Italy/United Kingdom,8.1
Skok na głęboką wodę,Spain/France/United States,6.4
Hindi Medium,India,7.8
Z jak Zachariasz,Iceland/Switzerland/United States,6.0
Koniec trasy,United States,7.2
Instrukcji nie załączono,Mexico,7.5
Srebrna kula,United States/Netherlands/Italy,6.4
Bogowie i potwory,United States/United Kingdom,7.3
Zabijam gigantów,United States/Belgium/Denmark/United Kingdom/Sweden/China,6.1
Alan Partridge,United Kingdom,6.9
Pojedynek,United Kingdom/United States,6.3
Ostatni ślad,United States,5.7
Własnym głosem,United States,6.6
Życie i cała reszta,United States/France/United Kingdom,6.3
Wygrać ze śmiercią,United States,5.8
Kruk,United States/United Kingdom/France/Germany,4.7
Dama w vanie,United Kingdom/United States,6.7
Delhi Belly,India,7.6
Zagraj dla mnie Misty,United States,6.9
The Lords of Salem,Canada/United States/United Kingdom,5.2
Major,India,8.1
Dziecięcy świat,Japan,8.0
"Jesteś tam, Boże? To ja, Margaret",United States,7.3
Syn Rambow,United Kingdom/France/Germany/United States,7.0
Wrobiony,United States/Canada/Belgium/United Kingdom,6.0
Niewłaściwy człowiek,United States,7.4
Zwiąż mnie,Spain,7.0
Boogeyman,United States/New Zealand/Germany,4.2
Hrabia Monte Christo,France/Belgium,7.6
Harriet,China/United States,6.7
Beauty that has captivated hearts,India,6.9
Lake Mungo,Australia,6.2
Ölümlü Dünya,,7.6
Ty będziesz następna,United States,5.2
Przylądek strachu,United States,7.7
Różowa Pantera kontratakuje,United Kingdom/United States,7.1
W świecie kobiet,United States,6.4
Udta Punjab,India,7.7
Bharat,India,4.7
Spojrzenie mordercy,United States/France,6.8
Wyjazd na weekend,United States/United Kingdom,5.7
Zza światów,United States/Italy,6.6
Boże Narodzenie,France/Germany/United Kingdom/Belgium/Romania/Japan,7.6
Psychoza II,United States,6.6
Psychol,United States/Canada,6.2
Czego pragną mężczyźni,United States,5.4
Ofiarowanie,Sweden/France/United Kingdom,7.9
Parasolki z Cherbourga,France/Germany,7.8
Zamiana z księżniczką,United States,6.1
Dev.D,India,7.9
Gwiazdeczki,France,3.6
An Action Hero,India/United Kingdom,7.0
Oni,France/Romania,6.3
Miasteczko Salem,United States,5.6
Szkolna imprezka,Germany,6.9
Narodziny legendy: Ip Man,Hong Kong,7.0
Piętno,Germany/United States,6.2
City Island,United States,7.3
Miss Potter,United Kingdom/United States/Isle of Man,7.0
Raz się żyje,Mexico/Australia/United States,6.1
Masaan,India/France,8.1
The Wall,United States,6.2
Ultrakrótkie,United States,6.9
Statek miłości,United States/Germany,4.9
Lęk,United Kingdom/Germany,5.6
Zawiść,United States,4.8
Jak zabić starszą panią,United Kingdom,7.6
Shadow in the Cloud,New Zealand/United States,5.0
Niszczycielka,United States,6.2
Selena,United States,6.9
Wielka ofensywa piwna,United States,6.8
Kurt Cobain: Życie bez cenzury,United States,7.5
Summer Wars,Japan,7.4
Wilkołak,United States,7.2
Bunt na Bounty,United Kingdom/United States,7.0
Jeżeli nadejdzie jutro,United Kingdom/Canada,6.4
Źródło,Sweden,8.0
Edukatorzy,Germany/Austria,7.4
Idealny facet,United States,5.5
Spring,United States/Italy,6.7
Przyjaciele z kasą,United States,5.8
Zwariowany Fred,United Kingdom/United States,6.0
Radhe Shyam,India,5.2
Gatunek 2,United States,4.5
Death Note: Notatnik śmierci,Japan,7.5
Pluje na twój grób,United States,5.6
Jednym cięciem,Japan,7.6
Jezioro Salton,United States,7.0
Z,France/Algeria,8.1
Opadające liście,Finland/Germany,7.3
